Initial temperature;Pressure;Fi;Autoignition time;Final Temperature
1000;;;;
;;3,8;0,1035;2147,066645
1800;;;;
;101325;;;
;;0,2;0,1095;2294,919081
;;0,6;0,1035;2797,604932
;;1;0,1055;2975,72447
;;1,4;0,1095;3012,56788
;;1,8;0,1135;2951,244331
;;2,2;0,1185;2832,512854
;;2,6;0,1245;2691,876852
;;3;0,1305;2543,815582
;;3,4;0,1355;2392,738493
;;3,8;0,1405;2241,071562
;135100;;;
;;0,2;0,0835;2296,4144
;;0,6;0,0795;2818,180875
;;1;0,0815;3004,845021
;;1,4;0,0845;3042,413182
;;1,8;0,0885;2976,473779
;;2,2;0,0925;2851,925153
;;2,6;0,0975;2705,988679
;;3;0,1025;2553,324493
;;3,4;0,1065;2398,534607
;;3,8;0,1105;2244,233066
;168875;;;
;;0,2;0,0685;2297,533772
;;0,6;0,0655;2833,884604
;;1;0,0665;3027,417644
;;1,4;0,0695;3065,467741
;;1,8;0,0735;2995,69275
;;2,2;0,0765;2866,485674
;;2,6;0,0805;2716,402212
;;3;0,0845;2560,218416
;;3,4;0,0885;2402,662211
;;3,8;0,0915;2246,45022
;202650;;;
;;0,2;0,0575;2298,453349
;;0,6;0,0555;2846,536712
;;1;0,0565;3045,839779
;;1,4;0,0595;3084,223017
;;1,8;0,0625;3011,142851
;;2,2;0,0655;2878,041747
;;2,6;0,0695;2724,558052
;;3;0,0735;2565,542302
;;3,4;0,0765;2405,805981
;;3,8;0,0795;2248,1189
;236425;;;
;;0,2;0,0505;2299,246463
;;0,6;0,0485;2857,101382
;;1;0,0495;3061,3942
;;1,4;0,0525;3100,011312
;;1,8;0,0545;3024,013687
;;2,2;0,0575;2887,563431
;;2,6;0,0615;2731,203273
;;3;0,0645;2569,829868
;;3,4;0,0675;2408,309605
;;3,8;0,0705;2249,435041
;270200;;;
;;0,2;0,0445;2299,949538
;;0,6;0,0425;2866,150371
;;1;0,0445;3074,848201
;;1,4;0,0465;3113,629041
;;1,8;0,0495;3035,011646
;;2,2;0,0515;2895,621552
;;2,6;0,0545;2736,772852
;;3;0,0575;2573,387965
;;3,4;0,0605;2410,367933
;;3,8;0,0625;2250,508435
;303975;;;
;;0,2;0,0395;2300,583312
;;0,6;0,0385;2874,05024
;;1;0,0405;3086,697429
;;1,4;0,0425;3125,590329
;;1,8;0,0445;3044,590015
;;2,2;0,0475;2902,579485
;;2,6;0,0495;2741,541136
;;3;0,0525;2576,408039
;;3,4;0,0555;2412,101119
;;3,8;0,0575;2251,406121
;337750;;;
;;0,2;0,0365;2301,160939
;;0,6;0,0355;2881,049859
;;1;0,0365;3097,280667
;;1,4;0,0385;3136,246354
;;1,8;0,0405;3053,056725
;;2,2;0,0435;2908,682313
;;2,6;0,0455;2745,691647
;;3;0,0485;2579,016945
;;3,4;0,0505;2413,587982
;;3,8;0,0525;2252,171705
;371525;;;
;;0,2;0,0335;2301,6915
;;0,6;0,0325;2887,3258
;;1;0,0335;3106,839736
;;1,4;0,0355;3145,84762
;;1,8;0,0375;3060,630324
;;2,2;0,0405;2914,102839
;;2,6;0,0425;2749,352824
;;3;0,0445;2581,302716
;;3,4;0,0475;2414,88274
;;3,8;0,0495;2252,834959
;405300;;;
;;0,2;0,0305;2302,181686
;;0,6;0,0305;2893,007781
;;1;0,0315;3115,553289
;;1,4;0,0335;3154,579068
;;1,8;0,0355;3067,4714
;;2,2;0,0375;2918,967275
;;2,6;0,0395;2752,617844
;;3;0,0415;2583,328729
;;3,4;0,0435;2416,024124
;;3,8;0,0455;2253,41701
1900;;;;
;101325;;;
;;0,2;0,0665;2363,304346
;;0,6;0,0595;2832,027025
;;1;0,0595;2999,410201
;;1,4;0,0605;3037,742244
;;1,8;0,0625;2986,769077
;;2,2;0,0645;2881,197674
;;2,6;0,0675;2753,157006
;;3;0,0705;2617,438252
;;3,4;0,0725;2478,532759
;;3,8;0,0745;2338,200292
;135100;;;
;;0,2;0,0505;2367,199518
;;0,6;0,0455;2854,054719
;;1;0,0455;3029,585091
;;1,4;0,0465;3068,920459
;;1,8;0,0485;3014,00151
;;2,2;0,0495;2903,033246
;;2,6;0,0525;2769,870554
;;3;0,0545;2629,520434
;;3,4;0,0565;2486,618187
;;3,8;0,0575;2343,13195
;168875;;;
;;0,2;0,0405;2370,163575
;;0,6;0,0375;2870,913134
;;1;0,0375;3052,999666
;;1,4;0,0385;3093,057528
;;1,8;0,0395;3034,841999
;;2,2;0,0405;2919,520591
;;2,6;0,0425;2782,312328
;;3;0,0445;2638,374242
;;3,4;0,0465;2492,444487
;;3,8;0,0475;2346,626977
;202650;;;
;;0,2;0,0345;2372,524772
;;0,6;0,0315;2884,526721
;;1;0,0315;3072,12505
;;1,4;0,0325;3112,729636
;;1,8;0,0335;3051,660357
;;2,2;0,0345;2932,677795
;;2,6;0,0365;2792,125961
;;3;0,0385;2645,269841
;;3,4;0,0395;2496,922519
;;3,8;0,0405;2349,279276
;236425;;;
;;0,2;0,0295;2374,464996
;;0,6;0,0275;2895,916615
;;1;0,0275;3088,284586
;;1,4;0,0285;3129,316236
;;1,8;0,0295;3065,717862
;;2,2;0,0305;2943,569563
;;2,6;0,0315;2800,169692
;;3;0,0335;2650,862121
;;3,4;0,0345;2500,514889
;;3,8;0,0355;2351,385458
;270200;;;
;;0,2;0,0265;2376,096712
;;0,6;0,0245;2905,689318
;;1;0,0245;3102,270396
;;1,4;0,0255;3143,642872
;;1,8;0,0265;3077,765337
;;2,2;0,0275;2952,824932
;;2,6;0,0285;2806,94613
;;3;0,0295;2655,530539
;;3,4;0,0315;2503,486336
;;3,8;0,0315;2353,112999
;303975;;;
;;0,2;0,0235;2377,494306
;;0,6;0,0215;2914,234207
;;1;0,0215;3114,594479
;;1,4;0,0225;3156,243007
;;1,8;0,0235;3088,285645
;;2,2;0,0245;2960,845751
;;2,6;0,0255;2812,773884
;;3;0,0275;2659,513427
;;3,4;0,0285;2506,001392
;;3,8;0,0285;2354,564828
;337750;;;
;;0,2;0,0215;2378,709332
;;0,6;0,0195;2921,815975
;;1;0,0195;3125,606981
;;1,4;0,0205;3167,481357
;;1,8;0,0215;3097,607468
;;2,2;0,0225;2967,903909
;;2,6;0,0235;2817,86704
;;3;0,0245;2662,969626
;;3,4;0,0255;2508,168707
;;3,8;0,0265;2355,808268
;371525;;;
;;0,2;0,0195;2379,778813
;;0,6;0,0185;2928,622625
;;1;0,0185;3135,557955
;;1,4;0,0185;3177,618298
;;1,8;0,0195;3105,964509
;;2,2;0,0205;2974,191666
;;2,6;0,0215;2822,376035
;;3;0,0225;2666,00994
;;3,4;0,0235;2510,063458
;;3,8;0,0245;2356,889517
;405300;;;
;;0,2;0,0185;2380,730096
;;0,6;0,0165;2934,792419
;;1;0,0175;3144,63221
;;1,4;0,0175;3186,8462
;;1,8;0,0185;3113,528782
;;2,2;0,0195;2979,849815
;;2,6;0,0205;2826,410405
;;3;0,0215;2668,714508
;;3,4;0,0225;2511,739622
;;3,8;0,0225;2357,841504
